startup_id;startup_name;date_incorporated;register_identification_number;register;startup_location;startup_industry;startup_website;LinkedIn;;
startup_3566;AI.Land GmbH;2020-12-04;HRB 18136;Krefeld;Kempen;Landwirtschaft;https://www.a-i.land/;https://www.linkedin.com/company/ai-land-gmbh/;3566;
startup_3567;ASEIKO Skin UG (Haftungsbeschränkt);2020-12-04;HRB 165958;Hamburg;Hamburg;eCommerce;https://www.aseiko.io/;https://www.linkedin.com/company/aseiko-skin/;3567;
startup_3568;Check IT Now GmbH;2020-12-04;HRB 223800 B;Charlottenburg (Berlin);Berlin;Medizin;https://checkit-now.de/;https://www.linkedin.com/company/check-it-off-now-/about/;3568;
startup_3569;Die Padelfreunde UG (haftungsbeschränkt);2020-12-04;HRB 223796 B;Charlottenburg (Berlin);Berlin;eCommerce;https://padelfreunde.de/;;3569;
startup_3570;Divizend GmbH;2020-12-04;HRB 261326;München;München;Finanzbereich;https://divizend.com/;https://www.linkedin.com/company/divizend/;3570;
startup_3571;eTree mobility GmbH;2020-12-04;HRB 776484;Stuttgart;Stuttgart;Mobilität;http://etree-mobility.de/;;3571;
startup_3572;medacon X GmbH;2020-12-04;HRB 18141;Krefeld;Krefeld;Medizin;https://www.medaconx.com/;;3572;
startup_3573;Motorskins UG (haftungsbeschränkt);2020-12-04;HRB 223784 B;Charlottenburg (Berlin);Berlin;Sport;https://motorskins.com/;https://www.linkedin.com/company/motorskins/;3573;
startup_3574;Timber Today GmbH;2020-12-04;HRB 15533;Kempten;Kempten (Allgäu);Industrie;https://www.timber.today/;;3574;
startup_3575;Wattson Energy GmbH;2020-12-04;HRB 29370;Traunstein;Rosenheim;Energie;http://wattson-energy.de/;;3575;
startup_3576;WS-Bike-E-Motion GmbH;2020-12-04;HRB 776474;Stuttgart;Ostfildern;Mobilität;;;3576;
startup_3577;Airphoto GmbH;2020-12-03;HRB 738348;Mannheim;Heddesheim;Software;https://airphoto.de/;;3577;
startup_3578;Futuring.earth UG (haftungsbeschränkt);2020-12-03;HRB 165930;Hamburg;Hamburg;Software;https://www.futuring.earth/;;3578;
startup_3579;Gloho Games UG (haftungsbeschränkt);2020-12-03;HRB 38314;Nürnberg;Nürnberg;Gaming;https://glohogames.com/;;3579;
startup_3580;Hire and Care DP UG (haftungsbeschränkt);2020-12-03;HRB 223725 B;Charlottenburg (Berlin);Berlin;Medizin;http://hireandcare.de/;;3580;
startup_3581;KlarSchiff GmbH;2020-12-03;HRB 205591;Aurich;Leer;Tourismus;http://klarschiff.de/;;3581;
startup_3582;Marinom GmbH;2020-12-03;HRB 36271 HB;Bremen;Bremen;Mobilität;http://marinom.de/;;3582;
startup_3583;mim technologies GmbH;2020-12-03;HRB 223727 B;Charlottenburg (Berlin);Berlin;Software;https://www.informed.so/;https://www.linkedin.com/company/informedso/;3583;
startup_3584;OpenDress GmbH;2020-12-03;HRB 723042;Freiburg;Konstanz;eCommerce;https://opendress.com/;;3584;
startup_3585;PolyCrypt GmbH;2020-12-03;HRB 101219;Darmstadt;Darmstadt;Blockchain / Crypto;https://perun.network/;https://www.linkedin.com/company/perun-network/;3585;
startup_3586;Popple GmbH;2020-12-03;HRB 228014 B;Charlottenburg (Berlin);Berlin;eCommerce;https://popplecosmetics.com/;;3586;
startup_3587;Primerce GmbH;2020-12-03;HRB 223743 B;Charlottenburg (Berlin);Berlin;Lebensmittel;;;3587;
startup_3588;PROLIXO GmbH;2020-12-03;HRB 776462;Stuttgart;Tuttlingen;Medizin;;;3588;
startup_3589;stavoo UG (haftungsbeschränkt);2020-12-03;HRB 223710 B;Charlottenburg (Berlin);Berlin;Dienstleistung;https://www.stavoo.de/;;3589;
startup_3590;Susteyn Urban Farming Technologies UG (haftungsbeschränkt);2020-12-03;HRB 223745 B;Charlottenburg (Berlin);Berlin;Lebensmittel;https://susteyn.io/;https://www.linkedin.com/company/susteyn/;3590;
startup_3591;TuneCart UG (haftungsbeschränkt);2020-12-03;HRB 10148;Lemgo;Detmold;Hardware;http://tunecart.de/;;3591;
startup_3592;800 Volt Technologies GmbH;2020-12-02;HRB 34652 P;Potsdam;Potsdam;Mobilität;https://pumpapp.co/;;3592;
startup_3593;Aeerstatica UG (haftungsbeschränkt);2020-12-02;HRB 741122;Ulm;Ravensburg;Energie;http://aeerstatica.com/;;3593;
startup_3594;Anspruchsretter24 GmbH;2020-12-02;HRB 14843;Paderborn;Paderborn;Rechtsberatung;https://www.arbeitsunfall-profis.de/;;3594;
startup_3595;BEEoled GmbH;2020-12-02;HRB 40722;Dresden;Dresden;Industrie;http://beeoled.de/;;3595;
startup_3596;Burning Technologies UG (haftungsbeschränkt);2020-12-02;HRB 38299;Nürnberg;Nürnberg;Hardware;http://burning-technologies.com/;;3596;
startup_3597;dadacoin technologies GmbH;2020-12-02;HRB 121240;Frankfurt am Main;Frankfurt am Main;Blockchain / Crypto;https://www.dadacoin.com/;;3597;
startup_3598;DasAboMobil GmbH;2020-12-02;HRB 165921;Hamburg;Hamburg;Mobilität;http://dasabomobil.de/;;3598;
startup_3599;fronyx GmbH;2020-12-02;HRB 31735;Essen;Essen;Mobilität;https://fronyx.io/;;3599;
startup_3600;GEWANDx UG (haftungsbeschränkt);2020-12-02;HRB 261274;München;München;eCommerce;https://de.gewandx.com/;;3600;
startup_3601;Lemin GmbH;2020-12-02;HRB 103872;Köln;Köln;Personal;https://www.lemin.digital/;https://www.linkedin.com/company/lemin/;3601;
startup_3602;newboxes GmbH;2020-12-02;HRB 741123;Ulm;Friedrichshafen;Software;http://newboxes.com/;;3602;
startup_3603;Noisli Labs UG (haftungsbeschränkt);2020-12-02;HRB 223717 B;Charlottenburg (Berlin);Berlin;Software;https://www.noisli.com/;https://www.linkedin.com/company/noisli/;3603;
startup_3604;onetask.ai GmbH;2020-12-02;HRB 34634 P;Potsdam;Eichwalde;Software;https://www.onetask.ai/;https://www.linkedin.com/company/onetask-ai/;3604;
startup_3605;tomorrowfoodsolutions UG (haftungsbeschränkt);2020-12-02;HRB 223683 B;Charlottenburg (Berlin);Berlin;Lebensmittel;http://tomorrowfoodsolutions.de/;;3605;
startup_3606;ulloo UG (haftungsbeschränkt);2020-12-02;HRB 223685 B;Charlottenburg (Berlin);Berlin;Software;http://ulloo.de/;;3606;
startup_3607;Angiolutions GmbH;2020-12-01;HRB 220834;Hannover;Hannover;Medizin;https://www.angiolutions.com/;https://www.linkedin.com/company/angiolutions/;3607;
startup_3608;BDOW GmbH;2020-12-01;HRB 91693;Düsseldorf;Düsseldorf;Industrie;;;3608;
startup_3609;BlindMate GmbH;2020-12-01;HRB 223548 B;Charlottenburg (Berlin);Berlin;Medien;https://blindmate.de/;https://www.linkedin.com/company/blindmate/;3609;
startup_3610;Crash Cosmetics GmbH;2020-12-01;HRB 776389;Stuttgart;Stuttgart;eCommerce;;;3610;
startup_3611;esembli UG (haftungsbeschränkt);2020-12-01;HRB 223638 B;Charlottenburg (Berlin);Berlin;Lebensmittel;http://esembli.eu/;;3611;
startup_3612;IReSA Legal Tech GmbH;2020-12-01;HRB 215449;Osnabrück;Osnabrück;Rechtsberatung;https://iresa.de/iresa/;;3612;
startup_3613;Kapela UG (haftungsbeschränkt);2020-12-01;HRB 223610 B;Charlottenburg (Berlin);Berlin;Software;;;3613;
startup_3614;lemon.markets GmbH;2020-12-01;HRB 19027;Münster;Münster;Finanzbereich;https://lemon.markets/;https://www.linkedin.com/company/lemon-markets/;3614;
startup_3615;Live & Study UG (haftungsbeschränkt);2020-12-01;HRB 5265;Deggendorf;Deggendorf;Immobilien;https://www.live-and-study.com/;;3615;
startup_3616;Specter Smith UG (haftungsbeschränkt);2020-12-01;HRB 223607 B;Charlottenburg (Berlin);Berlin;Software;http://spectersmith.com/;;3616;
startup_3617;Studyspot UG (haftungsbeschränkt);2020-12-01;HRB 53132;Offenbach am Main;Dreieich;Bildung;https://www.studyspot.de/;;3617;
startup_3618;SW2Creator UG (haftungsbeschränkt);2020-12-01;HRB 121214;Frankfurt am Main;Frankfurt am Main;Rechtsberatung;https://socialmedia-rechtssicher.de/;https://www.linkedin.com/company/socialmedia-rechtssicher/;3618;
startup_3619;WaveUp GmbH;2020-12-01;HRB 223560 B;Charlottenburg (Berlin);Berlin;eCommerce;;;3619;
startup_3620;3D Druckschmiede UG (haftungsbeschränkt);2020-11-30;HRB 165869;Hamburg;Hamburg;Industrie;https://www.3d-druckschmiede.de/;;3620;
startup_3621;App-Share GmbH;2020-11-30;HRB 25738;Bonn;Bonn;Sport;https://www.myclapp.de/;;3621;
startup_3622;J'TANICALS GmbH;2020-11-30;HRB 91672;Düsseldorf;Düsseldorf;eCommerce;https://www.jtanicals-biocare.de/;https://www.linkedin.com/company/j-tanicals/;3622;
startup_3623;PICKFLIP UG (haftungsbeschränkt);2020-11-30;HRB 206158;Göttingen;Göttingen;eCommerce;http://pickflip.de/;;3623;
startup_3624;Pick & Pack 24 GmbH;2020-11-30;HRB 91671;Düsseldorf;Düsseldorf;eCommerce;http://pickundpack24.de/;;3624;
startup_3625;SmartyX GmbH;2020-11-30;HRB 12433;Siegen;Siegen;Software;https://node-4.com/;;3625;
startup_3626;The Mother Nature GmbH;2020-11-30;HRB 223555 B;Charlottenburg (Berlin);Berlin;Umwelttechnologie;https://themothernature.app/;https://www.linkedin.com/company/mothernature/;3626;
startup_3627;BlinkIn GmbH;2020-11-28;HRB 261190;München;Baiern;Versicherung;https://blinkin.io/;https://www.linkedin.com/company/blinkin-io/;3627;
startup_3628;LabOrbital GmbH;2020-11-28;HRB 261171;München;Moosinning;Mobilität;http://laborbital.de/;;3628;
startup_3629;Oxyt Technology UG (haftungsbeschränkt);2020-11-28;HRB 261175;München;Rottach-Egern;eCommerce;https://www.oxyttechnology.com/;https://www.linkedin.com/company/oxyttechnology/;3629;
startup_3630;RAQUEST GmbH;2020-11-28;HRB 29360;Traunstein;Raubling;Finanzbereich;https://www.raquest.de/;https://www.linkedin.com/company/raquest-halvotec/;3630;
startup_3631;Vitomy UG (haftungsbeschränkt);2020-11-28;HRB 261180;München;München;Medizin;https://vitomy.de/;https://www.linkedin.com/company/gut-feeling-de/;3631;
startup_3632;Argus Eyes UG (haftungsbeschränkt);2020-11-27;HRB 165827;Hamburg;Hamburg;Medizin;http://argus-eyes.de/;;3632;
startup_3633;Body Control GmbH;2020-11-27;HRB 165823;Hamburg;Hamburg;Sport;https://bodycontrol-hamburg.de/;;3633;
startup_3634;Civical GmbH;2020-11-27;HRB 223492 B;Charlottenburg (Berlin);Berlin;Medien;https://civical.de/;;3634;
startup_3635;Denta Scout GmbH;2020-11-27;HRB 18408;Fürth;Erlangen;Medizin;https://www.dentascout.de/;;3635;
startup_3636;getsy GmbH;2020-11-27;HRB 776357;Stuttgart;Schramberg;Software;https://getsy.io/;https://www.linkedin.com/company/getsy-gmbh/;3636;
startup_3637;James Gastro Technology UG (haftungsbeschränkt);2020-11-27;HRB 8739;Recklinghausen;Recklinghausen;Lebensmittel;https://order-with-james.com/;;3637;
startup_3638;Perfguide GmbH;2020-11-27;HRB 38282;Nürnberg;Nürnberg;Software;https://www.perfguide.de/;;3638;
startup_3639;Yappiez Digital Pet Care UG (haftungsbeschränkt);2020-11-27;HRB 165830;Hamburg;Hamburg;Medizin;http://yappiez.de/;;3639;
startup_3640;3DScan Solutions GmbH;2020-11-26;HRB 35342;Augsburg;Utting am Ammersee;Bauwesen;https://www.3dscan-solutions.de/;https://www.linkedin.com/company/3dscan-solutions-gmbh/;3640;
startup_3641;4billion UG (haftungsbeschränkt);2020-11-26;HRB 223418 B;Charlottenburg (Berlin);Berlin;Energie;https://www.4billion.de/;;3641;
startup_3642;eyelevel ADHS GmbH;2020-11-26;HRB 261109;München;München;Medizin;https://www.eyelevel.care/;;3642;
startup_3643;heytimi GmbH;2020-11-26;HRB 261100;München;München;Bildung;https://www.heytimi.de/;https://www.linkedin.com/company/heytimi/;3643;
startup_3644;Horizer UG (haftungsbeschränkt);2020-11-26;HRB 223398 B;Charlottenburg (Berlin);Berlin;Mobilität;https://www.horizer.tech/;https://www.linkedin.com/company/horizer/;3644;
startup_3645;Knowron GmbH;2020-11-26;HRB 261102;München;Gröbenzell;Industrie;https://www.knowron.com/;;3645;
startup_3646;Plaifit UG (haftungsbeschränkt);2020-11-26;HRB 261098;München;Rosenheim;Sport;https://www.nl.plaifit.com/;;3646;
startup_3647;Salamtak GmbH;2020-11-26;HRB 91653;Düsseldorf;Düsseldorf;Medizin;https://salamtak.de/;;3647;
startup_3648;scanmetrix.fm GmbH;2020-11-26;HRB 33521;Duisburg;Mülheim an der Ruhr;Immobilien;https://scanmetrix.app/;;3648;
startup_3649;SO LAB X UG (haftungsbeschränkt);2020-11-26;HRB 223476 B;Charlottenburg (Berlin);Berlin;Medien;https://solabx.com/;;3649;
startup_3650;Speakify24 UG (haftungsbeschränkt);2020-11-26;HRB 223356 B;Charlottenburg (Berlin);Berlin;Bildung;http://speakify24.de/;;3650;
startup_3651;Stoff2 GmbH;2020-11-26;HRB 223461 B;Charlottenburg (Berlin);Berlin;Energie;http://stoff2.com/;https://www.linkedin.com/company/stoff2-gmbh/;3651;
startup_3652;Woow Club GmbH;2020-11-26;HRB 223370 B;Charlottenburg (Berlin);Berlin;eCommerce;https://woowclub.com/;;3652;
startup_3653;Auriventis GmbH;2020-11-25;HRB 722984;Freiburg;Lörrach;Medizin;http://auriventis.com/;;3653;
startup_3654;Connecting Dots UG (haftungsbeschränkt);2020-11-25;HRB 776310;Stuttgart;Stuttgart;Personal;https://sprad.io/;https://www.linkedin.com/company/sprad-io/;3654;
startup_3655;Flucto GmbH;2020-11-25;HRB 36239 HB;Bremen;Bremen;Energie;https://flucto.tech/;;3655;
startup_3656;Meducando UG (haftungsbeschränkt);2020-11-25;HRB 223405 B;Charlottenburg (Berlin);Berlin;Medizin;https://www.edudoc.de/;;3656;
startup_3657;Ostellus GmbH;2020-11-25;HRB 738248;Mannheim;Karlsruhe;Bildung;https://ostellus.de/;https://www.linkedin.com/company/ostellus/;3657;
startup_3658;Placing-Me UG (haftungsbeschränkt);2020-11-25;HRB 107012;Köln;Köln;Personal;https://placing-you.de/;;3658;
startup_3659;Qursy GmbH;2020-11-25;HRB 261089;München;München;Bildung;https://qursy.com/;https://www.linkedin.com/company/qursy/;3659;
startup_3660;Semdor Pharma Group GmbH;2020-11-25;HRB 103783;Köln;Köln;Medizin;https://semdor-group.com/;https://www.linkedin.com/company/semdor-pharma-group/about/;3660;
startup_3661;TEFIT GmbH;2020-11-25;HRB 106880;Saarbrücken;Homburg;Sport;http://tefit.fit/;;3661;
startup_3662;Vamos.ai GmbH;2020-11-25;HRB 121144;Frankfurt am Main;Frankfurt am Main;Medien;https://vamos.ai;https://www.linkedin.com/company/vamos-ai-gmbh/;3662;
startup_3663;Verbally GmbH;2020-11-25;HRB 223410 B;Charlottenburg (Berlin);Berlin;Software;http://www.verbally.de/;https://www.linkedin.com/company/verbally-gmbh/about/;3663;
startup_3664;Aplus Energy GmbH;2020-11-24;HRB 223362 B;Charlottenburg (Berlin);Berlin;Energie;www.ostrom.de;https://www.linkedin.com/company/ostrom/;3664;
startup_3665;ForSchur Wolltextil GmbH;2020-11-24;HRB 223277 B;Charlottenburg (Berlin);Berlin;eCommerce;https://forschur.com/;;3665;
startup_3666;Get Driven Germany GmbH;2020-11-24;HRB 223330 B;Charlottenburg (Berlin);Berlin;Mobilität;https://www.getdriven.app/;;3666;
startup_3667;JUCR GmbH;2020-11-24;HRB 223257 B;Charlottenburg (Berlin);Berlin;Mobilität;https://jucr.de/;https://www.linkedin.com/company/jucr/;3667;
startup_3668;medicruiter GmbH;2020-11-24;HRB 91598;Düsseldorf;Düsseldorf;Personal;http://www.medicruiter.de/;https://www.linkedin.com/company/medicruiter/;3668;
startup_3669;MMI Digital Solutions GmbH;2020-11-24;HRB 38119;Leipzig;Leipzig;Dienstleistung;https://mmidigitalsolutions.com/;;3669;
startup_3670;RechargeNow GmbH;2020-11-24;HRB 165745;Hamburg;Hamburg;Hardware;http://rechargenow.de/;;3670;
startup_3671;ROSCUE Therapeutics GmbH;2020-11-24;HRB 261076;München;Wolfratshausen;Medizin;https://roscue-therapeutics.com/;;3671;
startup_3672;SMARTMARK GmbH;2020-11-24;HRB 165776;Hamburg;Hamburg;Sport;https://mysmartmark.com/;;3672;
startup_3673;SyncTwin GmbH;2020-11-24;HRB 18972;Memmingen;Neu-Ulm;Industrie;http://synctwin.de/;;3673;
startup_3674;audory UG (haftungsbeschränkt);2020-11-23;HRB 33582;Chemnitz;Chemnitz;Medien;https://audory.de/;;3674;
startup_3675;codary GmbH;2020-11-23;HRB 223307 B;Charlottenburg (Berlin);Berlin;Bildung;https://codary.org/;https://www.linkedin.com/company/codary-education/;3675;
startup_3676;Leeloo Medical GmbH;2020-11-23;HRB 223317 B;Charlottenburg (Berlin);Berlin;Medizin;https://leeloomedical.de/;https://www.linkedin.com/company/leeloo-medical/;3676;
startup_3677;Planoa Bauberatung GmbH;2020-11-23;HRB 223258 B;Charlottenburg (Berlin);Berlin;Bauwesen;https://www.planoa.de/;;3677;
startup_3678;Plecotus Solutions GmbH;2020-11-23;HRB 722976;Freiburg;Müllheim;Landwirtschaft;https://plecotus-solutions.de/;;3678;
startup_3679;rise collab GmbH;2020-11-23;HRB 223301 B;Charlottenburg (Berlin);Berlin;Lebensmittel;https://risecollab.com/;;3679;
startup_3680;ServiceBote24 UG (haftungsbeschränkt);2020-11-23;HRB 91588;Düsseldorf;Düsseldorf;Dienstleistung;http://servicebote.de/;;3680;
startup_3681;StreamBoost GmbH;2020-11-23;HRB 101168;Darmstadt;Darmstadt;Werbung;https://streamboost.de/;https://www.linkedin.com/company/streamboost-gmbh/;3681;
startup_3682;TLNG Digital GmbH Tooling Services;2020-11-23;HRB 776278;Stuttgart;Kernen im Remstal;Industrie;https://tlngdigital.com;https://www.linkedin.com/company/pkd24/;3682;
startup_3683;ignimed UG (haftungsbeschränkt);2020-11-21;HRB 15357;Würzburg;Würzburg;Medizin;https://ignimed.de/;;3683;
startup_3684;top.legal GmbH;2020-11-21;HRB 261021;München;München;Rechtsberatung;https://www.top.legal/;https://www.linkedin.com/company/contract-value-management/;3684;
startup_3685;IOP Global GmbH;2020-11-20;HRB 738211;Mannheim;Karlsruhe;Blockchain / Crypto;https://iop.global/;https://www.linkedin.com/company/iop-global/;3685;
startup_3686;JourneyFit UG (haftungsbeschränkt);2020-11-20;HRB 103737;Köln;Leverkusen;Medizin;https://journeyfit.de/;;3686;
startup_3687;MITWERKEN GmbH;2020-11-20;HRB 8556;Düren;Düren;Bauwesen;http://mitwerken.de/;;3687;
startup_3688;Multilinx Energy GmbH;2020-11-20;HRB 103734;Köln;Pulheim;Energie;http://www.multilinx.energy/;;3688;
startup_3689;Rest-Cent Systems GmbH;2020-11-20;HRB 738208;Mannheim;Waghäusel;eCommerce;https://www.rest-cent.de/;;3689;
startup_3690;Thinking Cars GmbH;2020-11-20;HRB 738196;Mannheim;Ettlingen;Mobilität;http://thinking-cars.com/;;3690;
startup_3691;Whiz Creative UG (haftungsbeschränkt);2020-11-20;HRB 31699;Essen;Essen;Werbung;http://whizcreative.de/;;3691;
startup_3692;ContractHero GmbH;2020-11-19;HRB 223237 B;Charlottenburg (Berlin);Berlin;Rechtsberatung;https://www.contracthero.io/;https://www.linkedin.com/company/contracthero/;3692;
startup_3693;Delta Theranostics GmbH;2020-11-19;HRB 738188;Mannheim;Heidelberg;Medizin;http://delta-theranostics.de/;;3693;
startup_3694;Digital Power Systems GmbH;2020-11-19;HRB 738185;Mannheim;Karlsruhe;Industrie;https://digitalpowersystems.eu/;https://www.linkedin.com/company/digitalpowersystems/;3694;
startup_3695;FinEasy GmbH;2020-11-19;HRB 260911;München;München;Finanzbereich;https://www.pigtie.de;;3695;
startup_3696;Fysioletics UG (haftungsbeschränkt);2020-11-19;HRB 260942;München;Gräfelfing;Medizin;http://fysioletics.de/;;3696;
startup_3697;Good Company Works GmbH;2020-11-19;HRB 165679;Hamburg;Hamburg;Bildung;https://female-leadership-academy.de/;;3697;
startup_3698;Law Automation GmbH;2020-11-19;HRB 35690 P;Potsdam;Falkensee;Rechtsberatung;https://law-automation.com/;;3698;
startup_3699;nurii UG (haftungsbeschränkt);2020-11-19;HRB 260940;München;München;Lebensmittel;https://www.nurii.de/;https://www.linkedin.com/company/nurii/;3699;
startup_3700;panmabs GmbH;2020-11-19;HRB 49988;Mainz;Mainz;Medizin;http://panmabs.org/;;3700;
startup_3701;Starkwasser Freunde UG (haftungsbeschränkt);2020-11-19;HRB 260922;München;München;Lebensmittel;https://starkwasser.de;;3701;
startup_3702;Steeped Software Germany GmbH;2020-11-19;HRB 738189;Mannheim;Karlsruhe;Lebensmittel;https://steeped.app/;https://www.linkedin.com/company/steeped/;3702;
startup_3703;toget.hr GmbH;2020-11-19;HRB 121102;Frankfurt am Main;Frankfurt am Main;Personal;https://www.toget.hr/;https://www.linkedin.com/company/togethrgmbh/;3703;
startup_3704;TrackIn UG (haftungsbeschränkt);2020-11-19;HRB 741032;Ulm;Aalen;Software;;;3704;
startup_3705;Webmotion.cloud GmbH;2020-11-19;HRB 738191;Mannheim;Hambrücken;Werbung;https://www.webmotion.cloud/;https://www.linkedin.com/company/webmotion-cloud-gmbh/;3705;
startup_3706;xarma life sciences GmbH;2020-11-19;HRB 49990;Mainz;Mainz;Medizin;http://xarma.de/;;3706;
startup_3707;1ds.io UG (haftungsbeschränkt);2020-11-18;HRB 165660;Hamburg;Hamburg;Software;;;3707;
startup_3708;2markets UG (haftungsbeschränkt);2020-11-18;HRB 231024 B;Charlottenburg (Berlin);Berlin;eCommerce;;https://www.linkedin.com/company/slabster/;3708;
startup_3709;Meltingplot GmbH;2020-11-18;HRB 22378 KI;Kiel;Kiel;Industrie;https://meltingplot.xyz;;3709;
startup_3710;MOBILCONDO GmbH;2020-11-18;HRB 223077 B;Charlottenburg (Berlin);Berlin;Immobilien;https://mobilcondo.de/;;3710;
startup_3711;SYNCED GmbH;2020-11-18;HRB 165673;Hamburg;Hamburg;Hardware;;;3711;
startup_3712;WiCare GmbH;2020-11-18;HRB 32169;Wiesbaden;Wiesbaden;Medizin;https://wicare24.de/;;3712;
startup_3713;Alpspitz Bioscience GmbH;2020-11-17;HRB 6227;Hof;Gattendorf;Medizin;http://alpspitz-bioscience.com/;;3713;
startup_3714;Aptamimetics GmbH;2020-11-17;HRB 722942;Freiburg;Stegen;Medizin;https://www.aptamimetics.com/;;3714;
startup_3715;Aquapurna GmbH;2020-11-17;HRB 10130;Lemgo;Wunstorf;Landwirtschaft;http://aquapurna.com/;https://www.linkedin.com/company/aquapurna/;3715;
startup_3716;BODYCLOCK Technologies GmbH;2020-11-17;HRB 223158 B;Charlottenburg (Berlin);Berlin;eCommerce;https://bodyclock.health;;3716;
startup_3717;Canobel GmbH;2020-11-17;HRB 3038;Bad Hersfeld;Wildeck-Bosserode;eCommerce;https://canobel.de/;https://www.linkedin.com/company/canobel-gmbh/;3717;
startup_3718;DWiPit GmbH;2020-11-17;HRB 5551;Weiden i. d. OPf (Weiden);Weiden i.d.OPf;eCommerce;https://www.dwipit.com/;;3718;
startup_3719;Fontano GmbH;2020-11-17;HRB 223172 B;Charlottenburg (Berlin);Berlin;Immobilien;https://www.fontanoleben.de;;3719;
startup_3720;FoxLab GmbH;2020-11-17;HRB 103680;Köln;Köln;Personal;https://www.interview-fox.com/;;3720;
startup_3721;FrameOne Bespoke Mobility UG (haftungsbeschränkt);2020-11-17;HRB 53765;Offenbach am Main;Offenbach am Main;Mobilität;https://www.frameone.bike/;;3721;
startup_3722;GeoScan GmbH;2020-11-17;HRB 223138 B;Charlottenburg (Berlin);Berlin;Software;https://www.geoscan.world/;;3722;
startup_3723;Nomad Brands GmbH;2020-11-17;HRB 223130 B;Charlottenburg (Berlin);Berlin;eCommerce;https://nudco.com/;https://www.linkedin.com/company/nudcocom/;3723;
startup_3724;page91 UG (haftungsbeschränkt);2020-11-17;HRB 223014 B;Charlottenburg (Berlin);Berlin;Bildung;https://page91.com/;;3724;
startup_3725;PHARALL GmbH;2020-11-17;HRB 260847;München;München;Dienstleistung;https://www.pharall.de/;https://www.linkedin.com/company/pharall/;3725;
startup_3726;Priceloop GmbH;2020-11-17;HRB 222919 B;Charlottenburg (Berlin);Berlin;eCommerce;https://priceloop.ai/;https://www.linkedin.com/company/priceloop-ai/;3726;
startup_3727;PRIMAX 3D GmbH;2020-11-17;HRB 776202;Stuttgart;Stuttgart;Industrie;http://www.primax3d.de/;https://www.linkedin.com/company/primax-3d-gmbh/;3727;
startup_3728;SCALR.WORKS UG (haftungsbeschränkt);2020-11-17;HRB 24247;Aachen;Aachen;Sport;https://www.scalr.works/;;3728;
startup_3729;Sustainable Seeds GmbH;2020-11-17;HRB 223123 B;Charlottenburg (Berlin);Leipzig;Umwelttechnologie;https://sustainable-seeds.com/;;3729;
startup_3730;toGo Filter GmbH;2020-11-17;HRB 265874;München;München;eCommerce;https://www.togofilter.de/;;3730;
startup_3731;Ulmann Labs GmbH;2020-11-17;HRB 223140 B;Charlottenburg (Berlin);Berlin;Hardware;http://ulmann-labs.com/;;3731;
startup_3732;AUF Mobility UG (haftungsbeschränkt);2020-11-16;HRB 91522;Düsseldorf;Düsseldorf;Mobilität;http://auf-mobility.com/;;3732;
startup_3733;bathmatch GmbH;2020-11-16;HRB 14804;Paderborn;Paderborn;eCommerce;https://bathmatch.de/;;3733;
startup_3734;Click n Safe UG (haftungsbeschränkt);2020-11-16;HRB 91539;Düsseldorf;Düsseldorf;eCommerce;http://clicknsafe.com/;;3734;
startup_3735;ClUrb UG (haftungsbeschränkt);2020-11-16;HRB 223063 B;Charlottenburg (Berlin);Berlin;Software;http://clurb.net/;https://www.linkedin.com/company/clurb/;3735;
startup_3736;DDM IT-Solutions UG (haftungsbeschränkt);2020-11-16;HRB 91536;Düsseldorf;Düsseldorf;Mobilität;;;3736;
startup_3737;Modular Robotics UG (haftungsbeschränkt);2020-11-16;HRB 220747;Hannover;Hannover;Landwirtschaft;https://www.moro.international/;;3737;
startup_3738;NATURWIRKT GmbH;2020-11-16;HRB 208802;Braunschweig;Braunschweig;Lebensmittel;;;3738;
startup_3739;permarobotics GmbH;2020-11-16;HRB 220741;Hannover;Hannover;Landwirtschaft;http://permarobotics.com/;;3739;
startup_3740;Shapematchr GmbH;2020-11-16;HRB 223057 B;Charlottenburg (Berlin);Berlin;eCommerce;https://www.shapematchr.com/;https://www.linkedin.com/company/shapematchr/;3740;
startup_3741;Sustainable Aviation Lab GmbH;2020-11-16;HRB 165615;Hamburg;Hamburg;Mobilität;https://www.sustainable.aero/;;3741;
startup_3742;TYG Sports GmbH;2020-11-16;HRB 223081 B;Charlottenburg (Berlin);Berlin;Sport;https://www.tyg.live;;3742;
startup_3743;uproto AG;2020-11-16;HRB 222991 B;Charlottenburg (Berlin);Berlin;Software;http://www.uproto.de/;;3743;
startup_3744;VYVITY UG (haftungsbeschränkt);2020-11-16;HRB 223084 B;Charlottenburg (Berlin);Berlin;Sport;https://vyvity.co/;https://www.linkedin.com/in/david-gr%C3%B6ger-36960451/;3744;
startup_3745;zfilment GmbH;2020-11-16;HRB 223100 B;Charlottenburg (Berlin);Berlin;eCommerce;http://zfilment.com/;;3745;
startup_3746;Urban Living & Working GmbH;2020-11-15;HRB 91518;Düsseldorf;Willich;Bauwesen;;;3746;
startup_3747;MeinBau Software GmbH;2020-11-14;HRB 38241;Nürnberg;Nürnberg;Bauwesen;http://www.meinbau.de;;3747;
startup_3748;Al Fragrance & Cosmetic Lab GmbH;2020-11-13;HRB 165589;Hamburg;Hamburg;eCommerce;https://labience.com/;;3748;
